,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
2252,2252,True religion shorts size 29,3,Women/Athletic Apparel/Shorts,True Religion Brand Jeans,22.0,0,Some fading
2253,2253,2 Size 32B Bombshell Double Push-up Bras,1,Women/Underwear/Bras,,15.0,1,"- Made by iLumie. These are NOT VS. - Well made, sturdy - Double padded, Double push-Up - Add 2 cups size, Perkier breasts - Under wired - Brand new, Tags attached - Similar to VS Bombshell Collection - Two tone floral lace design - Brand new, tags still attached - Extremely comfortable - You will get 1 red/pink and 1 pink/nude - PRICE FIRM!! Follow me and check my page out for updates of other styles and sizes. Please make sure you buy your size. Contact me if you have any issues before rating. Thank you."
2254,2254,Rae Dunn snack canister,2,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,33.0,0,"Brand new never used RD snack canister. All RD pieces are perfectly imperfect, what you see is what you get! Not responsible for lost or damaged items. I do pack with extreme caution and care!!"
2255,2255,Jeffree star lip ammunition 'Baby Spice',3,Beauty/Makeup/Lips,,12.0,1,Too light for me :-( Check out my other listings
2256,2256,New York & Co. Pants Size 14 Petite,3,Women/Pants/Dress Pants,New York & Company,21.0,1,Three pairs of women's 14 Petite Pants from NYCo. Good condition!
2257,2257,2 pc Dr. Dre beats extension cable,1,"Electronics/TV, Audio & Surveillance/Headphones",,9.0,0,Is good for all kinds of 3.5 cable so no studio mixer all other headphone player
2258,2258,Lego chicken,1,Kids/Toys/Building Toys,LEGO,11.0,0,Lego chicken minifigure. New In package.
2259,2259,Victoria's Secret pink bundle,1,Women/Sweaters/Full Zip,Victoria's Secret,92.0,0,One small nwt quarter zip One large nip quarter zip
2260,2260,4x All For Just 8 Free Shipping New,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,,8.0,1,All are Brand new and comes exactly as the picture.. 3 feet in length (1 meter) usb to 8 pin for iPhone Brand - no brand (generic) color: white free USA next day shipping with tracking number compatible with: iPhone 7 iPhone 6 plus iPhone 6 iPhone 5 iPhone 5C iPad 4th Generation / iPad Air iPad Mini / iPad Mini 2 with Retina Display iPod Touch 5th Generation iPod Nano 7th Generation
2261,2261,Hand Sanitizers,1,Beauty/Bath & Body/Cleansers,Bath & Body Works,26.0,0,All not used Price is for all 27 WILL ONLY BE UP FOR SALE FOR A COUPLE DAYS Comes with free monkey travel case
2262,2262,Waist trainer/ medium,1,Sports & Outdoors/Exercise/Fitness accessories,,13.0,1,"Ships today 3rd picture is real picture of my waist trainer High Quality Waist Trainer Cincher corset Helps with Weight loss * Reduces Waist Size * Helps with posture You can use these underneath your clothing discreetly and they will help your figure shape Wear the Trainer for a few hours a day until your body gets used to them You can wear it for longer periods when your body feels comfortable Make sure you have the correct size They have Hooks&eyes front settings for you to adjust as your body shape changes I have small, medium, large, extra-large, X2 large, X.3 large"
2263,2263,Victoria's Secret PINK Yoga Pants Medium,2,"Women/Athletic Apparel/Pants, Tights, Leggings",PINK,15.0,0,Victoria's Secret PINK • Yoga Pants • Medium • perfect condition • 87% cotton • 13% elastic • very cute • very comfy • have lots of life left :)
2264,2264,SHELLY88,1,Sports & Outdoors/Exercise/Fitness accessories,Nike,30.0,0,VS PINK WATER BOTTLES AND BAG
2265,2265,Russell Athletic Tee,1,Men/Tops/T-shirts,Russell Athletic,9.0,1,Size XL Cream colored with a red embroidered stitch look Authentic Russell Athletic Short sleeved Unisex Super soft NWT
2266,2266,Vicks Starry Night Humidifier,2,Home/Home Appliances/Humidifiers,,30.0,1,"Was [rm], Brand new, Never used, Out of box. The Vicks Starry Night Cool Moisture Humidifier provides soothing, cool, invisible moisture and a calming environment to help your child sleep. The V3700 features a projector screen that transforms your room into a starry night sky. Its scent pad heater produces soothing menthol vapors for added comfort. From the manufacturer Product Highlights: Self regulating evaporative system naturally adjusts output to amount of moisture the air can hold at a particular temperature. 1 Gallon Capacity Tank 2 Output Settings 3 Year Warranty Runs up to 24 hours per filling Ideal for medium sized rooms Vicks VapoPad scent pad heater for soothing comfort"
2267,2267,Vintage GG Monogram Blue Long Wallet,3,Women/Women's Accessories/Wallets,Gucci,25.0,1,"All stitching and seams are intact. Exterior is coated canvas and interior is leather. The answer to your question is NO, but please PRIVATE MESSAGE me with any comments, thank you!"
2268,2268,IPhone 7 Plus clear case with pink bumpe,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,11.0,1,Flexible crystal clear case pink silicone bumper. Fast free shipping!!
2269,2269,Floral dress,1,Women/Dresses/Knee-Length,,8.0,1,Super cute ! Soft flowy dress! Perfect for spring!
2270,2270,Keurig 2.0 in Turquoise,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Keurig,45.0,1,Brand new Keurig 2.0 250 Plus coffee maker.
2271,2271,Bundle for KWOBB,1,Women/Jewelry/Necklaces,,20.0,1,No description yet
2272,2272,VS PINK BODY MIST - Beach Flower,1,Beauty/Fragrance/Women,Victoria's Secret,12.0,1,"New, never used. Retail Price: [rm] Scent: Beach Flower Break up with winter and hook up with our newest scent. Refreshing body mist from our PINK collection shows skin some love with conditioning aloe and a subtle hint of scent. Spray on day or night. Tips & Tricks: For longer-lasting fragrance, layer with Beach Flower Body Lotion or 2-In-1 Wash & Scrub. Fragrance type: Fresh Notes: Tiare flower and palm leaves 250 ml/8.4 fl. oz. Domestic ⭕️ PRICE IS FIRM ⭕️ **SERIOUS BUYERS ONLY**"
2273,2273,NWOT LuLaRoe TC black solid leggings htf,2,"Women/Athletic Apparel/Pants, Tights, Leggings",,28.0,1,Brand new however arrived without tag or bag. Solid black leggings made in Indonesia. Only pair available on this site. Everyone needs a black pair of leggings... or five! TC fits up to size 20
2274,2274,iPod 3rd generation 8gb,3,"Electronics/TV, Audio & Surveillance/Portable Audio & Accessories",Apple,49.0,0,Color: green 8gb ipod. Still works perfectly. Comes with pink Griffin leather case. Comes with charger!! FIRM PRICE
2275,2275,Anastasia Beverly Hills illuminator,1,Beauty/Makeup/Makeup Palettes,,33.0,1,Brand new Never used 100% authentic In so Hollywood I'm paying fees and shipping so don't ask about my price.
2276,2276,Volcom T-Shirt bundle,2,Men/Tops/T-shirts,Volcom,19.0,0,No description yet
2277,2277,Monster High Basket,1,Kids/Toys/Hobbies,,26.0,0,"This is a custom made Monster High Gift Basket great gift for girls. Birthday Party Present, Party Favors, Center Piece etc No candy is included Browse my other items for more great creations. Comment if you would like something custom made. Any characters. *Serious Inquiries Only Monster High. Dora the Explorer. Spider Man. Ninja Turtles. Paw Patrol. SpongeBob. The Avengers. Doc McStuffin. Mickey Mouse. BatMan. Hot Wheels etc"
2278,2278,Reserved 4 Classic Beauty Pink gift,3,Beauty/Fragrance/Sets,,9.0,0,Bundled
2279,2279,New! Lisa Frank make up brush!,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,,9.0,0,Brand new Lisa Frank contouring make up brush! Never opened! Super cute!
2280,2280,Hollister Sweatpants,3,Women/Athletic Apparel/Tracksuits & Sweats,Hollister,8.0,0,Gently worn No apparent flaws In good condition Can be worn by medium or large
2281,2281,Ariya bootcut jeans size 15/16,3,Women/Jeans/Boot Cut,,12.0,0,"PLEASE READ BEFORE PURCHASING All items ship within 4 days All items come from a pet and smoke free home NO FREE SHIPPING I'm in a hurry to clean out my apartment so I can move for my job and to continue my education. However the apartment I'm moving into is much smaller, so I need to get rid of any unnecessary items I own before moving. I'm selling cheap just to make a little extra money to put towards school. I'm OPEN TO OFFERS, so feel free to make one :) I will bundle to save on shipping :) SHIPPING COSTS ARE NOT NEGOTIABLE I HAVE NO CONTROL OVER SHIPPING PRICES If you have any questions feel free to ask:) Please remember I am juggling school and a full time job so I might take a few hours to respond to you but I WILL respond! Thank you and happy shopping"
2282,2282,Kendra Scott Crushed Pearl Lawson Cuff,2,Women/Jewelry/Bracelets,Kendra Scott,74.0,0,Cuff in perfect condition
2283,2283,Wii Game Bundle,3,Electronics/Video Games & Consoles/Games,Nintendo,14.0,0,Games Include: New Carnival Games Animal Kingdom: Wildlifw Expedition Wipeout 2 Just Dance 3 I'm selling this for pretty much 3 bucks a game. Buy now! Questions?
2284,2284,Fashionnova size 5 Highwaisted Jeans,2,"Women/Jeans/Slim, Skinny",Fashion Nova,30.0,0,Great condition just like new They are high waisted Size 5 From fashion nova website Originally [rm] plus ship but get it at this great price No free shipping Price is firm
2285,2285,NYX SOLD OUT LIP VAULT/ NOT SEPARATING!,1,Beauty/Makeup/Lips,NYX,55.0,1,Amsterdam Stockholm Tokyo London Antwerp Istanbul Addis Ababa San Paulo Abu Dhabi Monte Carlo Milan Bueno Aires Sydney Zurich Athens Cairo Ibiza Prague Cannes Copenhagen Transylvania Morocco Berlin Paris Budapest Havana Madrid San Juan Vancouver Seoul Moscow Rome Manila Dubai Bangkok Los Angeles
2286,2286,Hello Kitty VW G Car Decal Sticker Black,1,Other/Automotive/Exterior Accessories,,5.0,1,"1x Hello Kitty Volkswagen Glasses Car Decal Sticker. Black Color. BRAND NEW! Size: 5"" Wide."
2287,2287,24pcs matte lipglosses bundle mettalic,1,Beauty/Makeup/Lips,,24.0,0,"READ DISCRIPTION BEFORE PURCHASING!!! ☺️Item is described in title & pix! ✔️100% authentic ✔️it's a new product!! ➖My prices are firm!!! ❌Ships in 3-6days!!!!!!! ❌I will not respond to comments containing free shipping! My answer is no, my products are as low as possible! ❌colors vary on blenders, eyelash curlers & highlighter fans, you may not get color in pic❌ ✨Follow step to do combine shipping✨ 1. Please buy your first item-(this will contain [rm] shipping for me to start your add ons) 2 Message me from your first purchase that your going to do ""add ons"" and send me a item list of what you want. Anything that contains free shipping can add on for [rm] 3. Allow 24hrs for me to respond!!! When I get to your message I will post your items & I will adjust to free shipping! 4. Don't worry If item says sold I have everything in stock! la girls, city color, Nyx, Milani, matte liquid lipstick , primers, highlight, glow, abh, contour palette, primer eyebrow"
2288,2288,VS PINK iphone 6s case,3,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,15.0,1,Baby blue PINK iphone 6/6s phone case
2289,2289,Vineyard Vines Whale Shirt,2,Men/Tops/Dress Shirts,vineyard vines,28.0,1,Vineyard Vines whale shirt Condition: flawless Size: Medium Retail Price: [rm]
2290,2290,Zipit Large Pencil Case/craft storage,1,Women/Women's Handbags/Cosmetic Bags,,12.0,1,"BNWT!!! ZIPIT Large Pencil Case, but can have multiple uses, for makeup, store toys on the go, craft storage, dry snack bag, etc."
2291,2291,Baby items coupons!!,1,Handmade/Children/Baby,,4.0,1,"Wipes, diapers, etc! 5 diaper coupons 5 wipes 2 luvs coupons Pampers coupons Free shipping"
2292,2292,Tory Burch Robinson square tote,1,Women/Women's Handbags/Totes & Shoppers,Tory Burch,169.0,0,"New with tag ,comes with dust bag Tory Robinson Robinson tote Saffiano Leather Scratch-resistant upper Drop-in zipper closure with leather pullers Tubular handles with 3.5"" drop Adjustable, removable cross-body strap with 23"" drop 1 interior zipper pocket, 2 open pockets Approx measurements 9 1/4""L (Bottom) 11""L (Top) x 7 1/4""H x 5 1/4""W Retail Price [rm] A square-shaped Tory Burch tote crafted in saffiano leather. A polished logo stud accents the front, and an inset zip opens to a logo-lined, 3-pocket interior. Rolled top handles. Optional, adjustable shoulder strap. Dust bag included."
2293,2293,"NEW COLORING JOURNAL ""Take It Easy""",1,Other/Office supplies/Writing,,10.0,1,"New and unused high quality and truly gorgeous artist designed ""Take It Easy: A Coloring Journal"". Beautifully written quotes and reminders for you to color and write about on the lined pages next to each quote to remind yourself that everything is going to be okay. Gteat way to keep a positive outlook on life. Good gift for anyone going through a difficult time (ex: depression, cancer, chronic illness, divorce, marriage trouble). I HAVE MULTIPLE COPIES AND LOTS OF ADULT COLORING BOOKS! PLEASE CHECK THEM OUT IN MY SHOP. BUNDLE TO SAVE! It doesn't say anywhere how many pages and I am not going to count them one by one. lol. A book with similar width has 65 pages. This one looks a tiny bit bigger so I would guess it has between 70-80 pages. Tags: writing, journaling, counseling, therapy, meditation, positive thinking, reassurance, relaxation, stress reducing activities, gift, art supplies, whimsical dreamscapes, all ages, family game activity night"
2294,2294,Xbox 360 Memory Unit (512 MB),1,Electronics/Video Games & Consoles/Accessories,Microsoft,6.0,1,"This is a very helpful device for a number of reasons. First of all, you can transport your Xbox Live account or move you game files from one hardrive from another. Therefore, i would STRONGLY recommend buying this product for you. It is 512MB and is an extremely reliable source for anyone who uses it.n This can be very helpful if you are going somewhere where they have Xbox Live but you don't want to bring your entire hardrive along with you. It will last you a very long time and you may delete anything from it that you may not want on it. You can also do the following: Download content from Xbox Live, Download kiosk content, and transport your Xbox Live account anytime you would like to. Finally, that is why i would strongly recommend that you should buy this product."
2295,2295,Men's Versace Cologne,1,Men/Men's Accessories/Other,Versace,29.0,0,Brand New 1.7 oz
2296,2296,LG Tone HBS-900 Infinim Bluetooth,1,Electronics/Cell Phones & Accessories/Headsets,LG,25.0,1,"LG Tone HBS-900 Infinim Bluetooth Stereo Headset. SPECIFICATIONS Weight 1.90 oz Bluetooth® Version 3.0 Supported Bluetooth® Profiles A2DP, AVRCP, HFP, HSP Talk Time (Up To) Up to 17 hours Standby Time (Up To) Up to 23 days Music Play Time (Up To) Up to 14 hours Charging Time Less than 2 hours"
2297,2297,Zella girl top champion skort 8-10,3,Kids/Girls (4+)/Tops & T-Shirts,,10.0,0,Size 8-10 top mild wearing 7/8 skort good shape very cute
2298,2298,Rae Dun Cereal Bowls (2),1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,26.0,0,No description yet
2299,2299,Reserved For Karen Panetta,2,,,21.0,0,"Used once. Cards easily slide in the sides and stay in. Top opens for easy removal of cards. Great condition. Can also be used as home decor. Measures approximately 18 inches high, 10 inches across, and 8 inches front to back depth"
2300,2300,AUTHENTIC MICHAEL KORS medium Selma bag,3,Women/Women's Handbags/Messenger & Crossbody,Michael Kors,139.0,0,Minor wear. Does not come with dust bag.
2301,2301,Beaded Charm Necklace,2,Women/Jewelry/Necklaces,,9.0,0,"Long strand necklace. Silver metal and colorful crystal beads. Has a boho and vintage look to it. Worn once, if that. Great condition, like new."
2302,2302,One Teaspoon Hawks (24),3,Women/Jeans/Other,One Teaspoon,46.0,1,One Teaspoon Hawks in size 24. Good used condition. Light wash high waisted shorts with some distressing. Keywords: free people highwaist highwaisted ripped jean
2303,2303,Toy Story Vans,3,Kids/Boys 2T-5T/Shoes,,28.0,0,Glow in the dark Toy Story Vans!! Size 13 in kids Worn a handful of times Can be cleaned more and replace shoe strings for brand new look(but they look pretty awesome still) Comes in original box No low ballers!!!
2304,2304,Crop top,2,"Women/Tops & Blouses/Tank, Cami",FOREVER 21,10.0,0,Knit Cropped Cami
2305,2305,"50 clear 12"" pants skirt hangers",2,Home/Storage & Organization/Clothing & Closet Storage,,18.0,1,No description yet
2306,2306,"4T jeans-Oshkosh, wonderkids, Sonoma",3,Kids/Girls 2T-5T/Bottoms,Osh Kosh B'gosh,16.0,0,"Sonoma and wonderkids great condition Oshkosh has small spot near pocket above butterfly, maybe able to get out. Not very noticeable."
2307,2307,Aldo Leather Clogs,2,Women/Shoes/Mules & Clogs,ALDO,24.0,0,Aldo est. 1972 cognac brown leather clog mule platforms shoes. Size 7. Still have [rm] price tag. Worn once for a short period of time.
2308,2308,Ladies Gold Medal Leggings,3,"Women/Athletic Apparel/Pants, Tights, Leggings",,7.0,0,Burgundy SIZE L/XL
2309,2309,Mai Tai flavored body powder,2,Beauty/Skin Care/Body,,14.0,0,Never used
2310,2310,Cute Cloth diapers O/S,3,Kids/Diapering/Cloth Diapers,,14.0,0,Cute Cloth diaper covers has no size Tag in great condition. Tags diaper covers baby diaper covers cute Cloth diapers
2311,2311,Bundle Michael Kors underwear large,1,Men/Athletic Apparel/Shorts,Michael Kors,52.0,0,Brand new
2312,2312,Knee High Volleyball Socks,3,Sports & Outdoors/Team Sports/Volleyball,Mizuno,7.0,0,No description yet
2313,2313,FREE SHIP BBW LIP GLOSS,1,Beauty/Makeup/Lips,Bath & Body Works,13.0,1,BATH AND BODY WORKS LIP GLOSS NEW SEALED FREE SHIPPING ●CHECK OUT OTHER ITEMS IN MY CLOSET●
2314,2314,Brand New Pink Varsity Jacket,2,Women/Athletic Apparel/Jackets,PINK,41.0,0,"Unworn, rose gold varsity Pink jacket. Price is negotiable. medium-large"
2315,2315,NWOT - Under Armor Tank,2,Women/Athletic Apparel/Shirts & Tops,Under Armour,12.0,1,NWOT - Under Armor Tank - built in sports bra with padding - size medium
2316,2316,Pyrex save for BW,3,Home/Kitchen & Dining/Bakeware,Pyrex,16.0,0,403 Daisy
2317,2317,Lightly worn white vans,3,Women/Shoes/Fashion Sneakers,VANS,26.0,0,Will ship together if you buy more than one item for less on shipping
2318,2318,Reebok Freestyle Flight Wmns Sz. 6.5,3,Women/Shoes/Athletic,Reebok,21.0,0,Worn once! Practically in mint condition except for bottom sole which had some gum stuck inside! Nooooo creases! Amazing color combo (pink/green/turquoise/white) Retro classic reeboks!! Woman's size 6.5
2319,2319,Boys 9 Month,2,Kids/Boys 0-24 Mos/One-Pieces,,10.0,1,"Spend [rm], get free shipping Spend [rm] and get [rm] off w/ free shipping Spend [rm] and get [rm] off w/ free shipping Deal applied"
2320,2320,The Bathing Garden Parfait & Salt Scrub,2,Beauty/Bath & Body/Bath,,27.0,0,"Two full size, never used body care items from The Bathing Garden. They're wonderful but I have to let some go! Monkey Wrecked coconut oil whipped soap and sugar scrub parfait. Opened to sniff. (Bought for [rm]) Take Me To The Sea Shea Butter salt scrub. Sealed. (Bought for [rm]) Free extras included: a sample of Calypso scrub (never used), and two clamshells with 4 cubes each in Summer In A Jar and Chic Summer. My home is smoke free but cat friendly. Items have been nearly stored in a clean, dark closet."
2321,2321,SMASHBOX PHOTO FINISH PRIMER,1,Beauty/Makeup/Face,Smashbox,25.0,1,"New no box Authentic Size ~ Full Size Retail ~ [rm] Price is firm Thank you! :) ♡ What it is:  A water-based, lightweight foundation primer.  What it is formulated to do: Perfect for oily, acne-prone, or sensitive skin, this oil-free, 60 percent water-based primer refreshes on contact while oil absorbers provide a smooth, matte finish all day. Light diffusers minimize the appearance of imperfections while vitamin C and peptides help even skintone and promote collagen production for a flawless future."
2322,2322,Rae Dunn THINK & GRANDMA mugs,2,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,34.0,0,1 of each mug. Reserved listing.
2323,2323,Blue and white flannel,1,Men/Tops/Button-Front,FOREVER 21,18.0,0,"Blue and white flannel from forever 21 men, brand new with tags never worn"
2324,2324,Cozy Infant Carseat Cover,3,Kids/Car Seats & Accessories/Accessories,,13.0,1,"Gently used infant car seat cover. White fleece lined, fully closes with zippers and velcro. Super cozy for the coming winter."
2325,2325,Apple 4th generation iPod shuffle,2,"Electronics/TV, Audio & Surveillance/Portable Audio & Accessories",Apple,22.0,1,Fourth generation iPod. Can hold up to 500 songs and charges within an hour or two. Its been sitting in my drawer for a few months. Make an offer
2326,2326,Andis t outliner,1,Beauty/Hair Care/Styling Tools,Ulta,55.0,1,"Brand new in original packaging. WILL SHIP SAME OR NEXT DAY Andis T-Outliner Trimmer Replacement Blade Set features high quality, carbon, and super fine tooth, steel blades that are perfect for outlining, shaping, and styling. Equipped with close-cutting T-Blade Perfect for all-around outlining and fading Contoured housing with high-speed motor Fine-cutting teeth for extremely close cutting Powerful magnetic motor runs cool and quiet High-quality carbon-steel blades specially hardened for long cutting life Ideal for dry shaving Heavy-duty 8-foot cord with hanger loop T-Blade ideal for trimming necks, beards, mustaches, and edging around ears"
2327,2327,Sparkled Steve Madden Birkenstocks,2,Women/Shoes/Sandals,Steve Madden,81.0,0,"Sparkled Steve Madden Birkenstocks. Madden Girl brand. Perfect for a casual summer look. Cute & comfy! BRAND NEW, NEVER WORN. Bundle for Laurdayle: Size 6.5 & Size 10"
2328,2328,Mk purse,3,Handmade/Bags and Purses/Purse,,24.0,0,Brown bag
2329,2329,adidas superstars,3,Women/Shoes/Fashion Sneakers,Adidas,51.0,0,says size 7 but they run big so an 8
2330,2330,Pink Camo Limited Edition Wii U Remote,2,Electronics/Video Games & Consoles/Games,,12.0,1,Pink Camo Limited Edition Wii U Remote for sale. Nunchuk is included. Works with Wii U only.
2331,2331,Like New a.n.a Ballet Flats,2,Women/Shoes/Flats,a.n.a,15.0,0,"Size 10. Black. Flats with elastic bands that create a cross-cross pattern across ankles. Includes stock photo to show how shoes actually look. Like new condition. Make an offer. Box is damaged, but comes with shoes."
2332,2332,Lularoe Julia Dress 3XL,1,Women/Dresses/Knee-Length,,45.0,1,Super cute Julia Dress! Maroon with gold bursts on it!!
2333,2333,Hollister straight leg jeans - Free ship,3,Women/Jeans/Straight Leg,Hollister,7.0,1,Hollister straight leg jeans. Size 0R. Free shipping!! Tags: American Eagle Big Star
2334,2334,12 Years a Slave Book,3,Other/Books/Literature & Fiction,,10.0,0,Great condition Very minor scratch on front cover as pictured in last photo
2335,2335,Adidas shorts,3,Women/Athletic Apparel/Shorts,Adidas,10.0,0,"Size M Unisex, for men and women Perfect for summer and sports! There's some pulling of threads, the most noticeable ones are pictured."
2336,2336,Vintage worn fox pullover,3,Women/Tops & Blouses/Other,Fox Racing,8.0,1,Vintage look worn fox pullover . Size Large.
2337,2337,Reserved Listing For Joanna,1,Home/Home Décor/Home Décor Accents,,29.0,0,No description yet
2338,2338,"Marvel Hero THOR 7"" Action Figure",1,Kids/Toys/Action Figures & Statues,,9.0,1,Brand New Arms and Legs of the Figure can MOVE Material : PVC Plastic Size: 7 Inches Package: New in Plastic Bag and NO retail Box Free USPS SHIPPING
2339,2339,"Kenneth Cole White Perfume, 3.4 oz",2,Beauty/Fragrance/Women,,14.0,0,"Woody, Floral fresh fragrance for women Complex yet subtle blend. Never used."
2340,2340,Boys Size 6 Jogger Sweatpants,3,Kids/Boys (4+)/Bottoms,,7.0,0,"Gray, excellent used condition! Size 6"
2341,2341,Women's Jogging Suit,4,Women/Athletic Apparel/Tracksuits & Sweats,PINK,29.0,0,No description yet
2342,2342,Victoria's Secret PINK Lot Sz medium,4,Women/Tops & Blouses/T-Shirts,Victoria's Secret,75.0,0,This is for two bundles plus two mint green shirts small and large.
2343,2343,Ysl lip gloss and lip liner pencil,1,Beauty/Makeup/Lips,Yves Saint Laurent,10.0,1,"Beautiful yves saint laurent lip pencil and lip gloss, perfect for travel and to try out their products. Deluxe sized"
2344,2344,Under Armour Hoodie YLG,3,Sports & Outdoors/Apparel/Boys,Under Armour,12.0,0,"Small spot by the ""N"" other than that perfect"
2345,2345,Overwatch origins edition xbox one,3,Electronics/Video Games & Consoles/Games,Xbox,29.0,0,Tested and working
2346,2346,Turtles Mega Bloks Bundle,1,Kids/Toys/Building Toys,Mega Bloks,24.0,0,"Includes Ralph,Mikey and Leo. All items are new and unused. Come checkout my other listings. I'm selling Star Wars,Imaginext,Too Faced,Lily Pulitzer,Adidas,Nike,Cover Girl and many more."
2347,2347,Brand new blue fish and dangle earrings,1,Women/Jewelry/Earrings,Croft & Barrow,3.0,1,Never used
2348,2348,Blue & Purple Polka Dot Dress Bundle,3,Women/Dresses/Knee-Length,,12.0,0,Bundle
2349,2349,Sports bra and bralett,2,Women/Underwear/Bras,PINK,7.0,0,No description yet
2350,2350,Dyson hot+cool,2,Home/Home Appliances/Vacuums & Floor Care,,200.0,1,Fastest whole room heating in winter High velocity air to cool in summer
2351,2351,Slot Machine Bank,2,"Kids/Toys/Kids' Furniture, Décor & Storage",,9.0,0,Slot Machine Bank Just for fun
2352,2352,Lululemon High Bra (10),3,Women/Athletic Apparel/Sports Bras,Lululemon,28.0,1,EUC Blue pattern with navy Top part of front is a mesh Thick compression material gives great support while thin straps keep it comfy without digging. Love this bra!
2353,2353,Kids 13C Nike ACG boots sneakers black,3,Kids/Boys 2T-5T/Shoes,Nike,16.0,0,Good condition. Scuffs at toes as shown in pics. No original box.
2354,2354,White bodysuit,1,Women/Tops & Blouses/Blouse,FOREVER 21,7.0,1,"Nice and new bodysuit too large for me, still with tag"
2355,2355,Victoria Secret PINK v-neck,3,Women/Tops & Blouses/T-Shirts,PINK,9.0,0,Lovely pink Size small
2356,2356,MAC Pro Longwear Foundation NC30,1,Beauty/Makeup/Face,MAC,25.0,1,"FULL DESCRIPTION A tenacious waterproof formula that can be used as a foundation or concealer, wearing for an unprecedented 24 hours. Neither rain nor tears can budge this oil-free watertight product that actually repels moisture from the surface of the face. The formula blends seamlessly on the skin with medium to full weightless coverage and a natural satin finish. KEY CLAIMS AND BENEFITS Water-resistant Transfer-resistant Long-wearing, 24 hours Provides instant and long-term hydration Oil-free Provides stay-true colour Dermatologist tested Non-acnegenic Ophthalmologist tested For all skin types"
2357,2357,Bra 36C & Panty (Lg) Set NWT,1,Women/Underwear/Bras,,18.0,0,NWT beautiful pink bra and matching panty.
2358,2358,Nwot Light Summer Top from Maurices,2,Women/Tops & Blouses/Blouse,Maurices,7.0,1,New without tags MAURICES TOP Medium
2359,2359,American eagle puffer jacket small,3,Women/Coats & Jackets/Puffer,American Eagle,23.0,0,"Black color ,size small, gently worn, perfect for winter"
2360,2360,60 Vibrant Quality Color Pencils Art Set,1,Kids/Toys/Arts & Crafts,,12.0,1,"✭✭ PRICED FOR QUICK SALE!!! ✭✭ This item is brand name and has never been used. It currently sells on Amazon for [rm] + tax and shipping. This listing is for: Colored Pencils Pre-Sharpened Color Pencil Set, 60 Vibrant Colors Item Description: VIBRANT COLORS - All 60 color pencils are uniquely designed and manufactured for art enthusiasts, as well as aspiring and professional artists. Each pencil comes pre sharpened and color coded for easy identification. The 60 colors include skin tones, bright, neon, red, blue, yellow, green, orange, purple, black, white and so much more. PERFECT EDUCATIONAL GIFTS HIGH QUALITY - Ideal for a wide range of uses including; coloring pages, learning rainbow colors, idea development for office use, sketching, drawing, layering, blending, burnishing and lots more. Each color pencil has smooth & creamy texture with a strong thick core guaranteeing high quality results when used. All Pencils are luxuriously packaged in a dictionary style box."
2361,2361,NWT Vera Bradley Tote,1,Women/Women's Handbags/Totes & Shoppers,Vera Bradley,25.0,1,Beautiful paisley print. Never used. Very spacious with interior pockets
2362,2362,Lia Sophia Necklace,2,Women/Jewelry/Necklaces,,10.0,1,This has not been worn. Does not come with the original box.
2363,2363,Baby Groot Bobble Head,2,Kids/Toys/Action Figures & Statues,Marvel,6.0,1,Baby Groot bobble head from Guardians of the Galaxy.
2364,2364,3 pcs matte Lipgloss bundle,1,Beauty/Makeup/Lips,Anastasia Beverly Hills,9.0,1,"* free shipping ! * All 3 for $ 9 * long- lasting * matte finish * No dry feeling Colors: * Licorice *Mystic * Blueberry pie Check my page : * Matte lipsticks ; Contour palette ; Metallic Lipgloss Eyebrows pomade ; nail topcoat; Matte liquid lipsticks., concealers , false eyelashes, eyeshadow palette, waterproof gel eyeliner,concealer palette, contour palette ,"
2365,2365,Funko Pop! Sloth(SDCC),1,Vintage & Collectibles/Toy/Action Figure,Funko,150.0,1,This is the SDCC Superman shirt version of Sloth. Box and pop are in good condition with no flaws.
2366,2366,"Girls Northface long sleeves, S. C",3,Kids/Girls (4+)/Tops & T-Shirts,The North Face,15.0,0,"It is in good condition, fleece long sleeves, and size small,"
2367,2367,Guess TShirt,3,Women/Tops & Blouses/T-Shirts,GUESS,14.0,0,Gray and black tank and tee in one..
